Stress [MPa],Strain
19.781105127677325,-8.188902597919737e-06
19.567814043739673,-3.747043309883693e-05
19.49160149789424,-1.4888913815938315e-06
24.668852393849573,7.444456905148036e-07
30.526676274988368,-1.8362993704443175e-05
37.1110994140368,4.615563282320231e-05
44.10288518991962,1.5881508067701157e-05
51.16909333540566,9.156681995588982e-05
58.76017503493558,8.089643172292074e-05
66.5843124351626,6.129269520095288e-05
74.73552039012738,0.00011886316194876754
83.12958028800799,0.00016526694333547477
91.61568890618732,0.0002387189181515548
100.47978482261466,0.00028636344235635097
109.42222007546647,0.0003518746631380162
118.68780509106915,0.00039852659308879255
127.72816451445154,0.0005484083254835761
137.42690332782493,0.0007166530515816743
146.83937459922348,0.0009278274791774106
156.49273933012722,0.000969268289293455
166.15197951126282,0.0009970609284127784
175.96789836524732,0.0010928462739499447
186.12851029949942,0.0012362761436919072
196.01885152308716,0.001462339485101325
205.85631369466861,0.0016439842336326393
216.05413681372235,0.001823395645091845
226.01106647327086,0.001934069904443257
236.0894221042773,0.0020539256606460442
245.70557565037944,0.0021472295205470326
255.40202701631665,0.00229860014432341
265.10435383248563,0.00246262634484136
274.8399748666351,0.002614493265744183
284.06443173061496,0.0027343490219475346
293.76284157996275,0.002851475143950639
303.2262334200372,0.0030224495042489846
312.440897866964,0.0032370980117343543
321.46950638988267,0.0034192390573926784
330.8937285617449,0.0036408357246578787
339.8537901652922,0.003780791514510208
348.831478119535,0.003948291794917791
357.69557403596235,0.004036136386420543
366.36186312791796,0.004154751399805806
375.0291926641291,0.004458237093049075
383.7561947418136,0.004660974469482822
391.9857420332028,0.004881330393930498
400.36021709697735,0.005060989953953773
408.4546290330344,0.0052910236723803985
416.89569253276966,0.005561009309541474
425.00185536929035,0.005824046786922719
432.6066464526946,0.00587938391659786
440.7519789574275,0.006104950960880833
448.70733857133115,0.006406699614178439
456.1319491809591,0.006736985352286448
463.9639243399942,0.0070206191604436806
471.26710897816423,0.007302515928656378
478.7113044218983,0.007507238493599294
486.30826157166007,0.007911968800776839
493.6780346457909,0.008236050824796096
500.29868781526255,0.008593136607769407
507.1240025012434,0.008912007511953368
513.9365870451555,0.009150478281541419
520.2380074186975,0.009484734396666635
526.8243871285838,0.009859190579089242
532.7771974552376,0.010228683790241187
538.6663570709461,0.010631677057474196
544.4056927056425,0.01098603320624839
550.0676682457203,0.011480841442000796
555.360469662998,0.011982101540406584
560.2664706065796,0.01242430228068353
565.2155581851947,0.012871714140795208
569.7122360959586,0.013414415049317042
574.1638688882783,0.01397721599148729
578.0720225340531,0.01442884637717968
582.3273173645092,0.014859880432096082
586.0425603944392,0.015432607316808783
589.6917046092108,0.01608846397031708
593.1939625683871,0.016594935188558164
596.6217981577596,0.017060213745246147
599.6662606194548,0.01764187397824841
602.7244324652248,0.018228000885394332
605.58430786552,0.018742412857668703
608.2326670574691,0.01933896200448465
610.6176102307915,0.02004097429081615
612.9452677644034,0.020552904777454906
615.127507904627,0.02110850941128238
616.9826813152786,0.021793399446727525
618.8177802710214,0.022427170878078804
620.6286429946333,0.023078312708878813
622.2740138699481,0.023606621000713975
623.9075726421489,0.024298211047375444
625.2111881624123,0.025033475241225067
626.7375811704824,0.025567490950021407
627.8039141850102,0.026248658757013977
628.9569100904073,0.027033056366449426
629.9395791417318,0.027632583296027996
631.0507124641017,0.02826982880726891
632.0076152180366,0.02898548926459656
632.7963944117105,0.02970958677308564
633.6363389844615,0.03035526933548798
634.1812257907635,0.03107365942701475
634.7413520461984,0.0317788976446735
635.3798788407081,0.032422346870003164
635.883515090287,0.033093092437325146
636.4638994083813,0.03383083811681038
637.11332026685,0.03459736902966953
637.4882474347816,0.035181262599743336
637.9920672921112,0.03593340089591524
638.3388412610904,0.0366545206216417
638.6414881505799,0.03732303285189213
639.0771895068908,0.03799923768761234
639.1054039084936,0.03874641301251359
639.1925564203661,0.039452891972989304
639.4611134580211,0.040149196842359056
639.6401922848914,0.0408854536304627
639.8854311293699,0.041632628955363384
640.0669580604533,0.04227012261516836
639.9719104124886,0.04299149048945776
640.1235092689599,0.04379598813254275
640.246281697725,0.04437020390863761
640.4532077106965,0.04508040509756703
640.4220555838774,0.04593105837347578
640.5678401927673,0.04658492983847491
640.3492856846331,0.04728917546187852
640.4026543577228,0.04806588046584418
640.4464754239599,0.04879667798554959
640.3398604832822,0.049408116046179215
640.2602358922011,0.0502600100649055
640.1901589075711,0.05103373728610854
639.6664482030836,0.05164964202088239
639.8842070773637,0.0523791987977697
639.6243408096551,0.05317252975549415
639.4907355195816,0.05391846433757674
639.37781671052,0.05456389875141557
639.0731501347686,0.0553311741099658
638.9678816515988,0.05609844946851545
638.9025172676443,0.056699465289475615
638.8880122499157,0.057469718430787894
638.5351180205041,0.05825089010889778
638.3613026177622,0.05886753928936214
638.3101984411348,0.05965044800741656
638.3570184352387,0.06041623447458462
637.8530149699577,0.06116043201672268
637.6844017888944,0.06187460358266931
637.6328079916652,0.06265627155790619
637.457707334066,0.06340170984286235
637.268897292793,0.06405781464493415
637.0918381519838,0.06490151976106251
636.7533265349997,0.06561519502988213
636.5758389758379,0.06629611468831006
635.9502259313481,0.06703237147641426
635.9188289943285,0.06781925057148588
635.467153757681,0.06850835913251231
635.2287084023889,0.06927662708531655
634.8723868269585,0.07007864324276593
634.5399954706076,0.07080671112827165
634.2700307729949,0.07154048643074025
633.9464525918913,0.07233580257697272
633.6698780128431,0.07311300387806541
633.3954455249562,0.07372940490996682
633.0168462006048,0.0746249730758807
632.8775490680501,0.07544907445548765
632.4852403598245,0.07606423474457098
632.255424572029,0.0768662509020198
631.9852150640152,0.07765958185974424
631.4566081509008,0.07839509420215794
631.3143732933305,0.07910579168821437
630.7323365046767,0.08000458578545436
630.5721080807089,0.08069419064360779
630.1922847041504,0.08141109184375353
629.9406195859873,0.08227514514209494
629.7302050245471,0.08303299085522915
629.1937029753406,0.08375559947233664
628.8894648179419,0.08453826004182811
628.5180261986796,0.08534375027916713
627.7974879113253,0.0859879439501873
627.2146554888174,0.08690435659544124
627.2604962411157,0.08763217633238402
626.5162113424328,0.08839374427397137
626.3887263129923,0.08918409744893376
625.9407844354153,0.08998040618942083
625.7900424154486,0.09070425554934583
625.1969279550851,0.0915305902660249
624.8367506152833,0.09236908426231853
624.4386888621268,0.09308201508544764
623.9155289810923,0.09375673102978625
623.4600591829245,0.09468406221183778
622.8862847460651,0.09542056714850493
622.4109241009402,0.0961674943248421
622.0260821106548,0.09705809951948531
621.6714742080331,0.0978303378493062
621.2471565366843,0.09854947238652405
620.658938284747,0.09946588503177742
620.1768453528855,0.10023216779607305
619.6207584693722,0.10098108016091939
619.1680427884692,0.10181957415721246
618.7792226289126,0.10260769399510217
617.9118592884131,0.10347522137333322
617.5060248042645,0.10426259676553185
616.8110080038987,0.10516685013117122
616.4321026664956,0.10590633285060155
615.7320672524025,0.1067028897396527
615.3234174483387,0.10755776154114102
614.8292064001107,0.10830518501460577
613.9633731248697,0.10914864198217064
613.5804896179948,0.1100340360569791
612.8281871779187,0.11071247422977143
612.2348891098044,0.11162044982386393
611.7383523624636,0.11250311426447272
610.9517764628022,0.11326914888020487
610.1368025535867,0.1141116132535157
609.5089250126346,0.11500445178523044
608.9395571635996,0.11580448275417066
608.0668079936706,0.1165782099753737
607.2510996532513,0.11739164096674713
606.5082224145261,0.11833435735973878
605.70983441155,0.11906788451364388
604.9642030555599,0.11996816750226547
604.1166693597684,0.1207113724501495
603.3750161732501,0.12148137744289828
602.6997066120906,0.12244593090948458
601.7788521936017,0.12331321013915154
600.8015077690561,0.12402663725940766
600.0143810457411,0.12489863131178235
599.2741967218309,0.12575871423310656
598.5086133160327,0.12653045626580042
597.6094246201608,0.1274433948311647
596.7181310605818,0.12824665173143163
595.677258330392,0.1290213715468887
594.4519209439025,0.1298784766854497
593.6162605536748,0.13077528559418194
592.9024545532577,0.13152444610759095
591.8291444415922,0.1323939586743306
591.0168022443405,0.13325528233847259
589.4811676426704,0.1339630020417664
588.64875099051,0.13485608872204438
587.3563355472572,0.1357777124871336
586.351266342112,0.13653903228015773
585.2876874448491,0.1373842262876674
584.0807108404595,0.13822966844374113
582.7043254211522,0.1390991810104805
581.7455865889071,0.13994462316655423
580.3621628698118,0.1407833653114114
579.4555686584495,0.1415886074001869
578.2074026997866,0.1425114719080939
576.9835953787563,0.14336733630383683
575.9460887919347,0.14418870804924439
574.5445491011407,0.14502645759984778
573.2686583618781,0.14596694065576707
571.8879887598468,0.1467074159694517
570.6337637432014,0.1476975287380852
569.3721332110654,0.14856034129360823
567.656868959072,0.14934722038867987
566.8067647537663,0.15020531812149518
565.2595628593833,0.1510639121514378
563.7564268416387,0.15189248020518925
562.3113108950087,0.15279921505646338
561.111678603459,0.15365532760077066
559.7556736521123,0.1545196290476753
558.091329968594,0.15536407860949472
556.7088854911036,0.15630828389386797
555.229679692639,0.15716911126088243
553.8649227684946,0.15812001655647198
552.4391468455694,0.15899101801459295
551.0497252709413,0.15978087489242748
549.6763999819506,0.1607389764963604
548.2218588339698,0.1617047707057645
546.3306982905228,0.1627080353482663
545.1009543164097,0.1641468007198296
543.4334280974747,0.16544585845010376
